date,ticker,year_high,year_low,prev_close,open,last_price,vwap,change,bid,offer,volume,value,percent_change,symbol,name,price,timestamp
11-05-26,,,,,,,,0.0,,,436,,,GGBL,Guinness Ghana Breweries Plc,14.96,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,21,,,GLD,Gold Fields Limited,497.01,11-05-26 14:08
11-05-26,,,,,,,,-1.0,,,18225,,,GOIL,GOIL PLC,7.95,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,106724,,,HORDS,Hords Limited,0.1,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,0,,,IIL,Industrial Insurance Limited,0.05,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,51,,,MAC,Mega African Capital Limited,5.2,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,1,,,MMH,Meridian-Marshalls Holdings,0.1,11-05-26 14:08
11-05-26,,,,,,,,17.0,,,278663,,,MTNGH,MTN Ghana,6.7,11-05-26 14:08
11-05-26,,,,,,,,-3.0,,,4913,,,RBGH,Republic Bank (Ghana) PLC,5.5,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,0,,,SAMBA,Kasapreko Company Limited,0.55,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,60,,,SCB,Standard Chartered Bank Ghana Ltd,71.38,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,336,,,SCBPREF,SCBPREF,0.9,11-05-26 14:08
11-05-26,,,,,,,,-6.0,,,17658,,,SIC,SIC Insurance Company Limited,5.95,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,13216,,,SOGEGH,Societe Generale Ghana Limited,6.39,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,0,,,TLW,Tullow Oil Plc,11.92,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,6437,,,TOTAL,TotalEnergies Ghana PLC,36.49,11-05-26 14:08
11-05-26,,,,,,,,0.0,,,436,,,UNIL,Unilever Ghana PLC,30.0,11-05-26 14:08
11-05-26,,,,,,,,11.0,,,10000,,,ZEN,Zen Petroleum Limited,7.47,11-05-26 14:08
12-05-26,,,,,,,,0.0,,,0,,,AADS,Dannex Ayrton Starwin Plc,0.42,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,486,,,ACCESS,Access Bank Ghana Plc,30.6,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,9,,,ADB,Agricultural Development Bank,5.3,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,8805,,,ALLGH,Atlantic Lithium Limited,8.46,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,18,,,ASG,Asante Gold Corporation,8.89,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,251,,,BOPP,Benso Oil Palm Plantation Ltd,85.5,12-05-26 15:38
12-05-26,,,,,,,,-0.01,,,123184,,,CAL,CalBank PLC,0.8,12-05-26 15:38
12-05-26,,,,,,,,0.16,,,3100,,,CLYD,Clydestone (Ghana) Limited,1.8,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,1633,,,CPC,Cocoa Processing Company,0.12,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,320,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,DIGICUT,Digicut Ghana Limited,0.09,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,200,,,EGH,Ecobank Ghana PLC,48.85,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,3499,,,EGL,Enterprise Group PLC,10.63,12-05-26 15:38
12-05-26,,,,,,,,-0.14,,,310032,,,ETI,Ecobank Transnational Inc,1.37,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,FAB,FAB,7.97,12-05-26 15:38
12-05-26,,,,,,,,-0.59,,,3456,,,FML,Fan Milk Limited,13.05,12-05-26 15:38
12-05-26,,,,,,,,-4.0,,,6544,,,GCB,Ghana Commercial Bank Limited,36.0,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,GGBL,Guinness Ghana Breweries Plc,14.96,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,57,,,GLD,Gold Fields Limited,497.01,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,107,,,GOIL,GOIL PLC,7.95,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,HORDS,Hords Limited,0.1,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,IIL,Industrial Insurance Limited,0.05,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,27,,,MAC,Mega African Capital Limited,5.2,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,6,,,MMH,Meridian-Marshalls Holdings,0.1,12-05-26 15:38
12-05-26,,,,,,,,0.07,,,252217,,,MTNGH,MTN Ghana,6.8,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,263,,,RBGH,Republic Bank (Ghana) PLC,5.5,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,SAMBA,Kasapreko Company Limited,0.55,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,24,,,SCB,Standard Chartered Bank Ghana Ltd,71.38,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,2564,,,SCBPREF,SCBPREF,0.9,12-05-26 15:38
12-05-26,,,,,,,,-0.03,,,27814,,,SIC,SIC Insurance Company Limited,5.95,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,4576,,,SOGEGH,Societe Generale Ghana Limited,6.39,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,90,,,TLW,Tullow Oil Plc,11.92,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,2620,,,TOTAL,TotalEnergies Ghana PLC,34.89,12-05-26 15:38
12-05-26,,,,,,,,0.0,,,155,,,UNIL,Unilever Ghana PLC,30.0,12-05-26 15:38
12-05-26,,,,,,,,0.08,,,35893,,,ZEN,Zen Petroleum Limited,7.55,12-05-26 15:38
13-05-26,,,,,,,,0.0,,,0,,,AADS,Dannex Ayrton Starwin Plc,0.42,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,ACCESS,Access Bank Ghana Plc,30.6,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,ADB,Agricultural Development Bank,5.3,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,472,,,ALLGH,Atlantic Lithium Limited,8.46,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,ASG,Asante Gold Corporation,8.89,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,2,,,BOPP,Benso Oil Palm Plantation Ltd,85.5,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,5719,,,CAL,CalBank PLC,0.8,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,CLYD,Clydestone (Ghana) Limited,1.8,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,CPC,Cocoa Processing Company,0.12,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,DIGICUT,Digicut Ghana Limited,0.09,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,EGH,Ecobank Ghana PLC,48.85,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,1,,,EGL,Enterprise Group PLC,10.64,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,400,,,ETI,Ecobank Transnational Inc,1.37,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,FAB,FAB,7.97,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,FML,Fan Milk Limited,13.34,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,82,,,GCB,Ghana Commercial Bank Limited,36.0,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,GGBL,Guinness Ghana Breweries Plc,14.96,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,GLD,Gold Fields Limited,497.01,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,GOIL,GOIL PLC,7.95,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,HORDS,Hords Limited,0.1,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,IIL,Industrial Insurance Limited,0.05,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,MAC,Mega African Capital Limited,5.2,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,MMH,Meridian-Marshalls Holdings,0.1,13-05-26 09:15
13-05-26,,,,6.8,,,,9.0,,,1756,,,MTNGH,MTN Ghana,6.8,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,RBGH,Republic Bank (Ghana) PLC,5.5,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,SAMBA,Kasapreko Company Limited,0.55,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,SCB,Standard Chartered Bank Ghana Ltd,71.38,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,SCBPREF,SCBPREF,0.9,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,837,,,SIC,SIC Insurance Company Limited,5.95,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,SOGEGH,Societe Generale Ghana Limited,6.39,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,TLW,Tullow Oil Plc,11.92,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,TOTAL,TotalEnergies Ghana PLC,34.89,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,UNIL,Unilever Ghana PLC,30.0,13-05-26 09:15
13-05-26,,,,,,,,0.0,,,0,,,ZEN,Zen Petroleum Limited,7.55,13-05-26 09:15
2026-05-13,,,,,,,,0.0,,,0,,,AADS,Dannex Ayrton Starwin Plc,0.42,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,ACCESS,Access Bank Ghana Plc,30.6,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,ADB,Agricultural Development Bank,5.3,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,472,,,ALLGH,Atlantic Lithium Limited,8.46,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,ASG,Asante Gold Corporation,8.89,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,2,,,BOPP,Benso Oil Palm Plantation Ltd,85.5,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,5719,,,CAL,CalBank PLC,0.8,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,CLYD,Clydestone (Ghana) Limited,1.8,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,CPC,Cocoa Processing Company,0.12,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,DIGICUT,Digicut Ghana Limited,0.09,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,EGH,Ecobank Ghana PLC,48.85,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,1,,,EGL,Enterprise Group PLC,10.64,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,400,,,ETI,Ecobank Transnational Inc,1.37,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,FAB,FAB,7.97,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,FML,Fan Milk Limited,13.34,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,82,,,GCB,Ghana Commercial Bank Limited,36.0,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,GGBL,Guinness Ghana Breweries Plc,14.96,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,GLD,Gold Fields Limited,497.01,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,GOIL,GOIL PLC,7.95,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,HORDS,Hords Limited,0.1,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,IIL,Industrial Insurance Limited,0.05,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,MAC,Mega African Capital Limited,5.2,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,MMH,Meridian-Marshalls Holdings,0.1,2026-05-13 09:42:39
2026-05-13,,,,,,,,132.35,,,1756,,,MTNGH,MTN Ghana,6.8,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,RBGH,Republic Bank (Ghana) PLC,5.5,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,SAMBA,Kasapreko Company Limited,0.55,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,SCB,Standard Chartered Bank Ghana Ltd,71.38,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,SCBPREF,SCBPREF,0.9,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,837,,,SIC,SIC Insurance Company Limited,5.95,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,SOGEGH,Societe Generale Ghana Limited,6.39,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,TLW,Tullow Oil Plc,11.92,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,TOTAL,TotalEnergies Ghana PLC,34.89,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,UNIL,Unilever Ghana PLC,30.0,2026-05-13 09:42:39
2026-05-13,,,,,,,,0.0,,,0,,,ZEN,Zen Petroleum Limited,7.55,2026-05-13 09:42:39
